Município,Eficiência CRS,Eficiência VRS,COD_MUN,Escala de Eficiência,gasto_per_capita,ideb_2019
Prefeitura Municipal de Uni„o do Oeste - SC,0.070336728,0.080384829,4218855,0.8750000326554156,1021.029642431466,6.3
Prefeitura Municipal de Bom Jesus do Oeste - SC,0.0702933716,0.075539148,4202578,0.9305555259903117,1086.5265890027958,6.7
Prefeitura Municipal de Jabor· - SC,0.0701275392,0.078893485,4208609,0.8888888505812617,1040.330432364096,6.4
Prefeitura Municipal de Aurora - SC,0.07001610359999999,0.086916543,4201901,0.8055555499946655,944.3000158562368,5.8
Prefeitura Municipal de Entre Rios - SC,0.070005442,0.096930614,4205175,0.7222222073203828,846.7427375352775,5.2
Prefeitura Municipal de Garuva - SC,0.0697956878,0.081053059,4205803,0.8611110877382187,1012.6119106741573,6.2
Prefeitura Municipal de Ouro Verde - SC,0.0696720654,0.079625215,4211850,0.8750000285713514,1030.7701302200269,6.3
Prefeitura Municipal de Galv„o - SC,0.06897318599999999,0.082767822,4205605,0.8333333454153232,991.6328755074425,6.0
Prefeitura Municipal de Novo Horizonte - SC,0.068551923,0.0897407,4211652,0.7638888820791457,914.5827206771463,5.5
Prefeitura Municipal de Monte Carlo - SC,0.06842014199999999,0.082104169,4211058,0.8333333475429242,999.6483000814333,6.0
Prefeitura Municipal de TimbÛ Grande - SC,0.067669812,0.087004046,4218251,0.7777777598986603,943.3503008192524,5.6
Prefeitura Municipal de Itapo· - SC,0.0663513039,0.075830064,4208450,0.8749999723064984,1082.358223212944,6.3
Prefeitura Municipal de Paial - SC,0.06573434726,0.13719757799999988,4211876,0.47912177618762386,1283.2737540663632,7.4
Prefeitura Municipal de Ibiam - SC,0.065668638,0.067544885,4206751,0.9722222193434781,1215.1222613578354,7.0
Prefeitura Municipal de Marema - SC,0.06501056431,0.069862099,4210555,0.93055555502276,1174.818602383532,6.7
Prefeitura Municipal de ¡gua Doce - SC,0.06480286955999999,0.07069404,4200408,0.9166666604426623,1160.9931129167835,6.6
Prefeitura Municipal de Guatamb˙ - SC,0.0644400534,0.074833609,4206652,0.8611111272209256,1096.7704861995753,6.2
Prefeitura Municipal de Presidente Nereu - SC,0.06372983586,0.068485794,4214102,0.9305555522945386,1198.428,6.7
Prefeitura Municipal de Vargem - SC,0.06340663740000001,0.073633512,4219150,0.8611111391780417,1114.6459080095162,6.2
Prefeitura Municipal de JosÈ Boiteux - SC,0.0619715415,0.081126383,4209151,0.7638888757064394,1011.6966920762286,5.5
Prefeitura Municipal de Cordilheira Alta - SC,0.06144653530000001,0.071357267,4204350,0.8611111086975908,1150.2023124287343,6.2
Prefeitura Municipal de Santa Terezinha do Progresso - SC,0.060386592,0.072463911,4215687,0.8333333264333469,1132.6368156199678,6.0
Prefeitura Municipal de Governador Celso Ramos - SC,0.05945327179999999,0.070174353,4206009,0.8472222294660843,1169.5910165352682,6.1
Prefeitura Municipal de Palmeira - SC,0.058737166960000003,0.18308869199999966,4212056,0.32081264177691604,1474.9610257395314,7.6
Prefeitura Municipal de Abdon Batista - SC,0.05644006745,0.062518229,4200051,0.9027777714240754,1312.821792782305,6.5
Prefeitura Municipal de BrunÛpolis - SC,0.056162172,0.067394607,4202875,0.8333333259143422,1217.8317711281845,6.0
Prefeitura Municipal de Correia Pinto - SC,0.0540221319,0.068238482,4204558,0.7916666713072544,1202.771375,5.7
Prefeitura Municipal de ZortÈa - SC,0.05239814454,0.059883594,4219853,0.8749999964931964,1370.580615985577,6.3
Prefeitura Municipal de Celso Ramos - SC,0.05151469206,0.059823513,4204152,0.8611111162930201,1371.9570927684442,6.2
Prefeitura Municipal de IomerÍ - SC,0.04992552642,0.05446421,4207577,0.9166666774382664,1506.9582883498463,6.6
Prefeitura Municipal de Piratuba - SC,0.04970877998,0.10374972400000004,4213104,0.4791220454716581,1696.987182849937,7.4
Prefeitura Municipal de Flor do Sert„o - SC,0.04854208558,0.060259141,4205357,0.8055555518124627,1362.0388839848677,5.8
Prefeitura Municipal de Presidente Castello Branco - SC,0.04741892496,0.047418925,4213906,0.9999999991564549,1730.8552012578616,7.2
Prefeitura Municipal de Calmon - SC,0.042188568839999996,0.059560332,4203154,0.7083333390418306,1378.019395293417,5.1
Prefeitura Municipal de Bocaina do Sul - SC,0.037890226109999994,0.053492084,4202438,0.7083333322739864,1534.344661849711,5.1
Prefeitura Municipal de Frei RogÈrio - SC,0.032727431,0.047127501,4205555,0.6944444391396862,1741.5583582089553,5.0
